movie_id,plot,reference_summary,genre
2772657,"Hotshot street-racer Phil Sandifer  is working as a truck driver, when he is harassed by a sports car driving on the highway. He later meets up with the driver, Jana , in a local club. Jana challenges Phil to a race; Jana cheats, and Phil loses. At the same time, his best friend Sonny is run off the road and killed by an unidentified assailant . Later at the club, Phil is arrested for destruction of city property and trespassing in the area they raced through, reckless driving, and hit-and-run and manslaughter for Sonny's death. The hit-and-run and manslaughter charges are dropped. But he is found guilty of the other three charges. He is let off on probation, but is stripped of his driver's license. Phil quickly launches into an investigation into the murder, his first suspect being Jana. She denies any involvement, and joins Phil in his investigation. He follows the trail of clues to nightclub owner Chillas , and Chillas's lackey Bruce, who runs the gym Sonny used to frequent. Chillas hires Phil as a singer under the alias of ""Daddy-O"". Not long after being hired, Phil is beaten up by a couple of drug dealers who have mistaken him for Pete Plum, a pseudonym used by Sonny. Phil draws the conclusion that Sonny had been moving money around for Chillas, and that he had stolen some of the money and was killed as a result. Phil confronts Chillas with the information, and they confront one another in a liquor cellar. Phil manages to knock Chillas out, and soon the police arrive and arrest him and Bruce. The movie ends just as Phil is asked to sing.","Hotshot street-racer Phil Sandifer is working as a truck driver, when he is harassed by a sports car driving on the highway. He later meets up with the driver, Jana , in a local club. Jana challenges Phil to a race; Jana cheats, and Phil loses. At the same time,",Crime Fiction
25544950,"The movie tells the story of four ex-convicts who journey to Rome to attempt to kidnap the Pope, planning to charge a ransom of ""a dollar from every Catholic in the world.""","The movie tells the story of four ex-convicts who journey to Rome to attempt to kidnap the Pope, planning to charge a ransom of ""a dollar from every Catholic in the world.""",Crime Fiction
9538297,"Hasari Pal  is a rural farmer who moves to Calcutta with his wife  and three children in search of a better life. The Pals don't get off to a very good start: They are cheated out of their rent money and thrown out on the streets, and it's difficult for Hasari to find a job to support them. But the determined family refuses to give up and eventually finds its place in the poverty-stricken city. Meanwhile, on the other end of Calcutta, disillusioned Texas doctor Max Lowe  has arrived in search of spiritual enlightenment after the loss of a patient but encounters misfortune as soon as he arrives. After being tricked by a young prostitute, he is roughed up by thugs and left bleeding in the street without his documents and valuable possessions. Hasari comes to Max's aid and takes the injured doctor to the ""City of Joy,"" a slum area populated with lepers and poor people that becomes the Pals' new home and the American's home away from home. Max spends a lot of time in the neighborhood, but he doesn't want to become too involved with the residents because he is afraid of becoming emotionally attached to them. He soon, however, is coaxed into helping his new-found friends by a strong-willed Irish woman , who runs the local clinic. Eventually, Max begins to fit in with his fellow slum-dwellers and become more optimistic. There are many around him whose lives are much worse, but they look on each day with a hope that gives new strength to the depressed doctor.","Hasari Pal is a rural farmer who moves to Calcutta with his wife and three children in search of a better life. The Pals don't get off to a very good start: They are cheated out of their rent money and thrown out on the streets, and it's difficult for",Comedy
1413265,"The film opens with an animated sequence featuring Fat Albert  performing the original series' theme song ""Gonna Have a Good Time"". In real life, Doris  is a sad teenager still recovering from the death of her grandfather and she's ignoring her foster sister, Lauri's , efforts to bring her a social life. Upon learning that her parents will be away for the weekend, Doris sadly lets a tear hit her TV remote, as Fat Albert and the Cosby Kids is on. The tear opens up the TV world to the real world and Fat Albert jumps out of the TV, thinking she has a problem. Then, Rudy, Dumb Donald, Mushmouth, Bucky and Old Weird Harold jump out of the TV. Bill tells Russell to stay put and jumps out of the TV. Doris insists that she is fine, but the gang wants to stay — their show is over and they have to wait until the next day's show to go back. They follow Doris to school the next day and are amazed by the new technology like laptops and the internet. Fat Albert also notices Lauri and falls in love with her. In another attempt to help Doris, the gang persuades some cheerleaders to invite them all to an outdoors party. With some reluctance, Doris agrees to attend. While they're there, Lauri dances with Fat Albert. Lauri's annoying ex-boyfriend Reggie , desperately attempts to make her jealous by dancing with Doris. When Lauri doesn't notice him, he tries to kiss Doris. Doris is offended and causes a scene. Doris runs from the party and Fat Albert warns the boy to stay away from Doris. The next day, Doris goes to school, but asks the gang to go to the park instead of following her. Weird Harold, normally very clumsy, joins in a basketball game and is able to play perfectly. Mushmouth, who can't talk normally, is taught how to speak by a little girl. Dumb Donald goes to the library and is able to read and remove his pink face-covering hat. When Doris gets them and takes them back to her TV, Bucky, Old Weird Harold and Dumb Donald  jump into the TV but the show ends before the others can enter. Fat Albert and Bill have an argument in private about going back. Fat Albert wants to stay in the real world with Lauri, while Bill says otherwise. Meanwhile, Rudy has fallen in love with Doris and asks her if he was a real person would she ever date him and she said yes. Searching for guidance, Fat Albert literally meets his maker, Mr. Cosby  and tells him of the dilemma. Mr. Cosby tells him that his character is based on Doris's grandfather, which explains Doris' confusion over why Albert seems so familiar to her. Mr. Cosby then tells Fat Albert that he has to return to the TV, or he will turn into celluloid dust. Devastated, Fat Albert tries to tell Lauri that he has to leave, but she doesn't believe he's from the TV and thinks that he is just being insensitive. The next day, Mushmouth, Rudy, and Bill jump back into the TV. Fat Albert waits and goes to a track meet that Doris and Lauri have, then takes them home. Bill jumps back out of the TV to tell Albert to hurry up. Albert pushes him back in, says goodbye to Doris and Lauri and jumps back into the TV. Sometime later, Mr. Cosby and his friends  stand in front of their old friend Albert Robertson's grave. As the camera pans on each of the men, images of their counterparts are seen, revealing for instance that Bill was inspired by Cosby himself. Doris is also there watching them. Then the group of men have a little race, showing no matter how old they are, they are still kids at heart, the same kids from the TV show that they helped Bill Cosby inspire. Before the end credits start, Fat Albert is trying to leap out of the movie screen, but his pals are pulling him back. He points out that people in the audience need help and he even tells someone in the back of the theater that he/she needs to come back and finish watching the credits. The boys pull Fat Albert back inside and the end credits resume beginning with the a blend of both the animated characters and the live-action characters singing the Fat Albert Theme Song.","The film opens with an animated sequence featuring Fat Albert performing the original series' theme song ""Gonna Have a Good Time"". In real life, Doris is a sad teenager still recovering from the death of her grandfather and she's ignoring her foster sister, Lauri's , efforts to bring her a",Children's/Family
23399828,"Jack Frost  is a carefree boy who has no responsibilities in the world aside from bringing winter wherever he goes. But everything changes when Pitch , the Nightmare King, begins his plan to engulf the world in darkness. The Guardians, Santa Claus , the Tooth Fairy , the Easter Bunny  and the Sandman enlist Jack to join their group to stop Pitch and protect the children of the world.","Jack Frost is a carefree boy who has no responsibilities in the world aside from bringing winter wherever he goes. But everything changes when Pitch , the Nightmare King, begins his plan to engulf the world in darkness. The Guardians, Santa Claus , the Tooth Fairy , the Easter Bunny",Family Film
7515924,"Betty and Grampy are on an around-the-world flight when they are forced to crash-land on an apparently deserted island. Betty's upset with their situation, but Grampy quickly invents a number of gadgets that allow them all the comforts of home. Things again take a turn for the worse when a group of cannibals show up. Quick thinking Grampy charms the savages by creating a calliope out of the crashed plane's parts. While the natives are distracted by the music, Grampy and Betty repair their plane and make a hasty escape.","Betty and Grampy are on an around-the-world flight when they are forced to crash-land on an apparently deserted island. Betty's upset with their situation, but Grampy quickly invents a number of gadgets that allow them all the comforts of home. Things again take a turn for the worse when a",Short Film
32331157,"Venusita  falls in love with the son of a wealthy family whose mother sends her son off to the United States in order to keep the two apart. Not to be rejected so easily, Venusita visits Saurina  the sorceress who comes up with a spell that kills off the merchant and zaps the son back home, but Venusita's problems are far from over.","Venusita falls in love with the son of a wealthy family whose mother sends her son off to the United States in order to keep the two apart. Not to be rejected so easily, Venusita visits Saurina the sorceress who comes up with a spell that kills off the merchant",Horror
526367,"Captain Scott is given the men, but not the funds, to go on a second expedition to the Antarctic. As his wife works on a bust of him, she tells him that she's ""not the least jealous"" that he's going to the Antarctic again. The wife of a scientist whom Scott hopes to recruit has a very different opinion from Scott's wife, but the scientist agrees to go. Scott also visits Fridtjof Nansen, who insists that a polar expedition must use dogs. Scott goes on a fundraising campaign, and despite popular scepticism, manages to raise enough money to fund the expedition. After a stop in New Zealand, the ship sets sail for Antarctica. Once there, a camp is set up at the coast, and a small contingent of men, horses and dogs begins the trek towards the pole. About halfway, the horses are shot and some of the men are sent back with the dogs. At the three quarter mark, Scott selects the five-man team to make the push to the pole. They reach the pole only to find the Norwegian flag already planted there and a letter from Roald Amundsen asking Scott to deliver it to the King of Norway. Hugely disappointed, Scott's team begins the long journey back. Scott is very concerned about the health of two of his men: Evans, who has a serious cut on his hand, and Oates, whose foot is appallingly frostbitten. Evans eventually dies and is buried under the snow. Realizing that his condition is slowing the team down, Oates sacrificed himself by walking out of the tent into a blizzard to his death after saying ""I'm just going outside and I may be some time."" Finally, just 11 miles short of a supply depot, the rest of the team dies in their tent after being trapped by a blizzard, with Scott writing the famous ""I do not regret this journey&hellip;"" entry in his diary. Months later, a search party discovered the tent and the bodies. Scott's diary was also recovered, allowing the members to learn of the polar party's fate. The film ends with the sight of a large wooden cross with the five names of the dead inscripted on it as well as the quote : ""To strive, to seek, to find, and not to yield."" The film was lampooned in the Monty Python Series 2 episode 'Scott of the Antarctic'.Scott of the Antarctic","Captain Scott is given the men, but not the funds, to go on a second expedition to the Antarctic. As his wife works on a bust of him, she tells him that she's ""not the least jealous"" that he's going to the Antarctic again. The wife of a scientist whom",Adventure
8549241,"Chili Palmer , a loan shark based in Miami, clashes with another mobster, Ray ""Bones"" Barboni . Barboni borrows Chili's jacket without permission, and Chili gets it back after slugging Barboni. After several more confrontations, Barboni tried to get his boss, Jimmy Capp  involved. Capp refuses to go to mob war over such a trivial matter as Chili's jacket. When Palmer's New York boss, Momo, dies of a heart attack, he quickly finds himself working for Barboni. Barboni's first order is for Palmer to collect a 18K loansharking debt owed by dry cleaner Leo Devoe . Devoe was believed to be killed in a fatal commercial airliner crash. Owing loan shark money to Palmer, a panicky Devoe had got off his flight, started slamming down drinks, and failed to re-board. After his plane crashed, Devoe's wife, Faye, identified his personal effects. The airliner quickly offered her a check for $300,000, assuming Devoe had been aboard the aircraft. When Chili visits Devoe's widow to see if he had any flight insurance, she suddenly tells him Leo is actually still alive, and partying in Las Vegas. While looking for Devoe in Vegas, Palmer picks up a job from a casino manager, Dick Allen , to collect a gambling debt from a B-movie producer named Harry Zimm . When Palmer locates Zimm at actress Karen Flores' house, he agrees to pay back the money he owes the casino in 90 days. On an aside, Palmer then pitches a movie idea to the producer: a thinly veiled story of his own recent life. Zimm is interested in the concept, but he has financial problems of his own. He owes $200,000 to drug dealer Bo Catlett . Palmer tells Zimm he will help Zimm take care of it. In the interim, Palmer tracks down Devoe and collects the $300,000 in insurance money, plus another $10,000, which he promises to pay back plus interest. Palmer returns the next day, and asks Karen Flores  out. Flores is the ex-wife of famed actor Martin Weir , who is just the man Palmer wants to star in his life story. With Karen, Palmer pitches Weir the story idea. Weir seems very interested in the script ideas. When Catlett visits Zimm for a progress report about the film he is supposedly financing, Palmer tells Catlett that Zimm has a project he needs to finish first. Catlett wants to produce the new film, Mr. Lovejoy, but Harry claims he cannot do that, as the new film deal is ""structured"". Catlett and his sidekick Ronnie  then threaten Harry, saying they want their $200,000 back immediately. In the meantime Catlett's drug dealing business has had problems with cash shortages and Mexican mafia dealers wanting money. Chili has problems too, as a drunken Harry has recklessly called Ray Barboni in Miami, and told him Chili has recovered the money from Leo Devoe. Barboni is soon on his way to Los Angeles. A few days later, Catlett offers Zimm $500,000 interest free to drop Palmer's help and let him produce the film. Palmer soon asks Karen Flores  out. Karen, is a low-budget actress and the ex-wife of actor Martin Weir. Martin is the man Palmer wants to help him produce and star in his story. Through Karen, Palmer pitches Weir the idea. Weir seems interested. As a romance starts developing between Palmer and Karen, they begin to realize they both have a love for movies, too. Bo Catlett is upset about his failing drug business, and the fact Harry will not let him produce Mr. Lovejoy. Desperate for money, Catlett kidnaps Karen and demands the money that Chili has gotten back from Leo Devoe. Though Chili turns over the money he received from Devoe, Catlett reneges on their deal. Catlett's double crossing henchman, Bear , starts beating on Chili on Catlett's balcony. In the ensuing struggle, Catlett is pushed against the balcony railing . Catlett plummets to his death. At his hotel the same night, Barboni confronts Palmer, searching him until he finds the airport locker key. At the airport, upon opening the locker, Barboni is confronted by police and arrested. The final scene is on a Hollywood studio set at MGM, with actor Harvey Keitel playing Ray Barboni and Martin Weir as Palmer. Directing them is Penny Marshall, with Zimm as executive producer, Chili and Karen as co-producers. Bear appears as a technical consultant. Bette Midler is at the studio in an uncredited part as Harry's girlfriend.","Chili Palmer , a loan shark based in Miami, clashes with another mobster, Ray ""Bones"" Barboni . Barboni borrows Chili's jacket without permission, and Chili gets it back after slugging Barboni. After several more confrontations, Barboni tried to get his boss, Jimmy Capp involved. Capp refuses to go to mob",Thriller
28697022,"The elderly Morgan-Vaughan sisters Gertrude , Maude  and Isobel  live in a decaying and claustrophobic mansion in a Welsh mining village. Maude is blind, Gertrude almost deaf and Isobel crippled by arthritis. The local coal mine out of which the family made their fortune is almost worked-out and its tunnels and shafts are dangerously unstable. When a section of the underground workings collapses catastrophically, destroying a row of local cottages and unsettling the foundations of the mansion, the sisters feel honour-bound to finance repairs but have no capital with which to do so. The sisters' younger half-brother Owen , who left the village as a young man to pursue his education and has subsequently become a wealthy businessman in London, is sent for on the assumption that he will agree to underwrite the necessary finances from his own personal funds. Owen and his secretary Claire  arrive from London, and the sisters are disconcerted to discover that his view on the matter is informed by capitalism rather than altruism, he has no sense of responsibility towards either them or the community and he feels no obligation to throw good money after bad by restoring what he considers outdated. As the conflict between the sisters' sense of tradition and Owen's modernity grows, strange events start to happen which eventually convince Claire that the sisters are plotting to murder Owen in order to lay hands on his money. She tries to alert members of the local community to her suspicions, but at first is not taken seriously. Gradually however the local doctor  comes round to Claire's point of view and deduces that there is indeed a plot under way, instigated by the dominant Maude to restore things to their former state by the convenient death of Owen.","The elderly Morgan-Vaughan sisters Gertrude , Maude and Isobel live in a decaying and claustrophobic mansion in a Welsh mining village. Maude is blind, Gertrude almost deaf and Isobel crippled by arthritis. The local coal mine out of which the family made their fortune is almost worked-out and its tunnels",Crime Fiction
35012987,"Morocco has spent more than 30 years denying the Saharans the right to their own life and land. In exile, the women are the pillar of their struggle; they keep the society together and keep up the fight and resistance. Their struggle, from abroad, from refugee camps, from their occupied land, shows the strength and force of the Saharan women. The ""Tebraa"" is the Saharan women’s song, be it of love or sorrow, and they sing when they are alone. It’s an intimate song. That’s where we have tried to go, to that place that no army can take away, that place full of pain and hope, of weariness and love, of struggle and desire.","Morocco has spent more than 30 years denying the Saharans the right to their own life and land. In exile, the women are the pillar of their struggle; they keep the society together and keep up the fight and resistance. Their struggle, from abroad, from refugee camps, from their occupied",Documentary
27888241,"On Easter Island, a young rabbit named E.B.  is intended to succeed his father, Mr. Bunny , as the Easter Bunny. Intimidated by the calling's demands, E.B. runs away to Hollywood to pursue his dream of becoming a drummer. Mr. Bunny sends his three ninja royal guards, the Pink Berets, to find his son. Meanwhile, Easter Chicks Carlos and Phil  plot a coup d'état against Mr. Bunny to take over the Easter organization. Wandering through Van Nuys, E.B. is hit by Fred O'Hare , an out-of-work, job-hopping slacker  who was driving to his sister Sam's  boss's house he's housesitting. Feigning injury, E.B. persuades Fred to take him in as he recovers, but when E.B. causes trouble Fred attempts to abandon him in the wilderness. E.B. persuades the human to help him by claiming to be the Easter Bunny, whom Fred saw in operation in his youth. The rabbit sees the Berets closing in on him and hides inside a business where Fred is having job interview. E.B. enjoys a successful recording session with the Blind Boys of Alabama as their substitute drummer, but ruins Fred's job interview. In the process, E.B. gets a tip about a possible audition for David Hasselhoff, who invites him to perform on his show. Afterward, Fred attends his adopted younger sister Alex's  Easter school pageant with E.B. hiding in a satchel. E.B., alarmed that the Pink Berets have apparently found him due to the three bunny suit shadows on a wall and disgusted by Alex's awful rendition of ""Peter Cottontail"", dashes out and disrupts the show. Fred feigns a ventriloquist's act with the bunny's cooperation as his dummy and they lead the show in singing, ""I Want Candy"". Both his father, Henry , and Alex, are angry about the upstaging but Fred is inspired to be the Easter Bunny himself. E.B. is skeptical but he agrees to train the human and finds that Fred has some genuine talent for it. As the Pink Berets close in on him, E.B. prepares a decoy to fake his death and leaves for Hasselhoff's show. The Berets see the decoy and, horrified that the human has apparently killed E.B., capture Fred and take him to Easter Island. Fred is held captive and confronted by Mr. Bunny and Carlos about killing E.B. Carlos pretends to be upset about E.B.'s death, silences Fred  and seizes control of the Easter factory. Meanwhile, at the Hoff Knows Talent live show, E.B. is in his dressing room preparing for his performance but his reflection begins to berate him for leaving Fred. Just then a production assistant  arrives to tell him that he is next to perform. E.B. leaves his dressing room and begins to feel guilty about leaving Fred so he discusses the situation with Hasselhoff, who advises him to go back and help his friend. E.B. finds evidence of Fred's capture and races back to the factory. He confronts Carlos, but is immobilized in gummi candy and tossed into the chocolate bunny carving line. Fred and Mr. Bunny are tied up with black licorice and are to be boiled alive. Fred manages to free himself and Mr. Bunny by eating away the licorice and E.B. survives by dodging the blades. Carlos, now a chick-bunny combination due to the magic of The Egg of Destiny  engages battle with E.B. and defeats him easily due to his size and then tries to lead the Egg Sleigh out with Phil directing with light up wands. To stop the launch, E.B. improvises a drum session. Uncontrollably driven to dance to the beat, Phil provides the wrong signals, causing a crash and Carlos is subdued. After being defeated, Carlos is made to pull the Egg sleigh and Phil is made the new head of the Easter Chicks. E.B. and Fred are made co-Easter bunnies and take over the job. Fred's family is now proud that he has a job and responsibilities. In a post-credits scene, E.B. and Fred are in China delivering an Easter basket to the same woman who had previously attacked Mr. Bunny earlier in the film.","On Easter Island, a young rabbit named E.B. is intended to succeed his father, Mr. Bunny , as the Easter Bunny. Intimidated by the calling's demands, E.B. runs away to Hollywood to pursue his dream of becoming a drummer. Mr. Bunny sends his three ninja royal guards, the Pink Berets,",Family Film
969971,"In the 1942 Pacific War theatre of World War II, Lieutenant Sam Lawson, USN , is a Japanese language interpreter who — so far — has avoided combat. His commanding officer  unexpectedly cancels his leave and informs Lawson that he is to be assigned to a British infantry commando unit in the New Hebrides Islands for a combat mission. The British base is in the middle of a large open field, several hundred yards from the edge of the jungle; on the other side of the jungle is a Japanese observation and communications post. Shortly after Lawson's arrival at the base, a patrol of British soldiers sprint out of the jungle and across the open field, pursued by the Japanese. The base commander, Col. Thompson , instructs his men to keep well back, out of enemy range; they watch as the patrol are cut down by Japanese machine-gun fire. Lawson's commando group is instructed to destroy the Japanese radio transmitter to prevent them from sounding the alarm about an American naval convoy which is scheduled to appear on the horizon in three days. The post's radio operator transmits an ""all's well"" signal every night at midnight; it will be Lawson's job to transmit a fake signal  to buy the Allies another 24 hours. The commando group is led by Captain Hornsby , an upper class officer who apparently has a history of foolhardiness. The other members of the squad are draftees from Singapore whose enthusiasm for fighting leaves something to be desired: Tosh , a cynical Cockney who is also the squad's medic; Jock , a lean Scot whom Lawson at first considers slightly cracked for skipping on patrol and singing the ""Teddy Bears' Picnic"", Campbell ([[Ronald Fraser , a fat Glaswegian; grey-haired Sergeant Johnstone ([[Percy Herbert ; Scott the radio operator ; Griffiths, Rogers, Currie, Connolly, and Riddle. By the time the squad reaches the Japanese post, Riddle, Connolly, and Currie are dead from a botched ambush &mdash; which, Tosh mutters to Lawson, was entirely due to Hornsby's incompetence: they were positioned on both sides of the trail, and the dead men seem to have been the victims of friendly fire. When Johnstone is wounded in another encounter, Hornsby leaves him behind; shortly thereafter, Johnstone is discovered by the Japanese and his throat slit. After Scott drops and breaks the radio Lawson was to use, Hornsby decides to use the Japanese radio. Lawson flatly refuses to take part in any such scheme, giving the excuse that Hornsby is disobeying their orders with this extemporization. Nevertheless, Hornsby walks boldly into the Japanese camp and enters the radio hut without being spotted; he knocks out the radio operator and motions to Lawson and Scott. Scott goes to the hut, but despite Tosh's urgings, Lawson refuses to go. The Japanese radio operator comes to, and in the ensuing fracas, both Scott and Hornsby are killed. Lawson is now the ranking officer, with only Tosh, Campbell, Jock, Griffiths, and Rogers left alive &mdash; and Jock has been wounded in the debacle. Japanese Major Yamaguchi  is determined to stop them from reporting the existence of the secret Japanese airfield and planes they have discovered. Through loudspeakers in the trees, Yamaguchi exhorts the men to give themselves up. Lawson and Tosh agree that Yamaguchi is not to be trusted, but Campbell is favour of surrender, and he works at Griffiths as Jock weakens. Finally, while Lawson and Tosh are asleep, Campbell tries to sneak off into the jungle; but Jock spots him and asks where he's going. Campbell strangles Jock, wakes Griffiths and Rogers, and the three of them run off. Yamaguchi attempts to use the lives of Griffiths and Rogers as bargaining chips.  As Lawson and Tosh reach the edge of the open field adjacent to the British base, Yamaguchi announces that they have three minutes to surrender; Japanese soldiers have the field covered with machine guns. Lawson suggests that they give Yamaguchi a taste of his own medicine. They double back and shoot him. They then sprint out across the field. Despite cover fire from the base, first one, then the other is hit. One of them rises and staggers to safety. It is Tosh. When Colonel Thompson asks who the other man was, Tosh replies, ""A hero. He killed fifteen Japs single-handed &mdash; thirty, if you like.""","In the 1942 Pacific War theatre of World War II, Lieutenant Sam Lawson, USN , is a Japanese language interpreter who — so far — has avoided combat. His commanding officer unexpectedly cancels his leave and informs Lawson that he is to be assigned to a British infantry commando unit",Action/Adventure
2055612,"Narrated by Tseng, leader of the elite espionage and assassination division known as the Turks, Last Order switches between the Nibelheim incident and Zack Fair's escape to Midgar with his unconscious friend, Cloud Strife. During the Nibelheim event, Sephiroth, insane after discovering his origins, sets fire to the village of Nibelheim. After killing many villagers, he proceeds to the Nibelheim reactor where Jenova has been encased. Tifa, a resident of Nibelheim, attacks him soon after he arrives. Sephiroth knocks her aside and continues to Jenova's body, preserved in a large glass tank filled with liquid. Zack follows Sephiroth into the reactor and they engage in combat, but Sephiroth is able to disarm and incapacitate him. Sephiroth returns to Jenova's body, but does not notice Cloud approaching. [[Image:Last Order screenshot.jpg|left|175px|thumb|Cloud is impaled by Sephiroth and hung over the reactor core, a scene also explored in other Final Fantasy VII series' titles<ref nameCrisis Core: Final Fantasy VII|developerSquare Enix |datePlayStation Portable}}{{cite video game|titleSquare Enix|PublisherSeptember 7, 1997 |platform""doctor"">Doctor: ""I'll say it again, he's got Mako poisoning. I've never seen a case this bad...An immense amount of Mako-drenched knowledge was put into his brain all at once......"" rendering him in an unconscious, non-reactant state. Zack escapes with Cloud from the Mansion with the intention of returning to Midgar, the headquarters of Shinra. However, Shinra orders their paramilitary and the Turks to find and eliminate the two escapees. Tseng decides to capture them alive. On a bluff overlooking Zack and Cloud, who had hitched a ride on a truck, Shinra operatives decide to ignore orders to wait for the Turks. One takes aim at the incapacitated Cloud. Zack jumps in front of Cloud, yelling at him to escape.","Narrated by Tseng, leader of the elite espionage and assassination division known as the Turks, Last Order switches between the Nibelheim incident and Zack Fair's escape to Midgar with his unconscious friend, Cloud Strife. During the Nibelheim event, Sephiroth, insane after discovering his origins, sets fire to the village of",Short Film
16178815,"From a small rural village, Easwaran ([[Srikanth  heads to the bigger city of Chennai with his father ([[Murali , seeking medicine to treat an illness. While in town, they live at the home of Easwaran's brother , who's caught up in a dangerous web of corruption involving a thug named Aditya . As Aditya continues to head dirty deals with local officials, Easwaran is in over his head and may need his little brother's help.","From a small rural village, Easwaran ([[Srikanth heads to the bigger city of Chennai with his father ([[Murali , seeking medicine to treat an illness. While in town, they live at the home of Easwaran's brother , who's caught up in a dangerous web of corruption involving a thug named",Action/Adventure
27922055,"The film follows Vincent Dooly , an aspiring inventor who dreams of winning the Thomas Alva Edison Award for Young Inventors . Each year, he enters and each year he humiliates himself with an invention that malfunctions in one way or another. A documentary crew follows Vincent in the last year that he is eligible to compete for the award, at the same time following Martin Wooderson , a smug wunderkind with a long history of winning the award with dull but marketable inventions. Through the months leading up to the Eddy's, Vincent mentions  an invention he is working on that he is sure will change his losing streak but refuses to reveal more. We meet Vincent's best friend Gunter , his endlessly supportive mother , his tweaked-out father , the object of his affection  and his hero, a surly junkyard worker . As the story moves along we see Vincent's attempt at perfecting his many inventions and see him emotionally prepare for his last chance to win the coveted award while attempting to win the heart of Jenny , a waitress at the local diner he frequents. The film culminates at the award ceremony where Vincent and Martin unveil their final inventions and vie for the prize. http://www.imdb.com/title/tt1274589/plotsummary","The film follows Vincent Dooly , an aspiring inventor who dreams of winning the Thomas Alva Edison Award for Young Inventors . Each year, he enters and each year he humiliates himself with an invention that malfunctions in one way or another. A documentary crew follows Vincent in the last",Mockumentary
31323048,"Traudel is a war orphan, whose mother had died in the Ravensbrück concentration camp after refusing to renounce her love for a Czechoslovak prisoner. The only remnant the daughter has from her mother is a letter ending with the words ""don't forget me, my little Traudel"". When she turns seventeen, she flees the orphanage and ventures to Berlin, where she meets policeman Hannes, who falls in love with her and even forges documents for her. He is caught, but is only slightly reprimanded, and marries her.","Traudel is a war orphan, whose mother had died in the Ravensbrück concentration camp after refusing to renounce her love for a Czechoslovak prisoner. The only remnant the daughter has from her mother is a letter ending with the words ""don't forget me, my little Traudel"". When she turns seventeen,",Comedy
